id,created_at,updated_at,alamat,provinsi,negara,kota,order
2,2023-11-03 07:34:18,2023-11-15 10:47:31,"Jln. P Bangka, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,2
1,2023-11-03 07:34:18,2023-11-15 10:47:31,"Jln. Akasia, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,1
25,2023-11-03 07:34:17,2023-11-15 10:47:33,"Jln. HR Rasuna Said, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,25
24,2023-11-03 07:34:17,2023-11-15 10:47:33,"Jln. Rasuna Said, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,24
23,2023-11-03 07:34:17,2023-11-15 10:47:33,"Jln. Gatot Subroto, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,23
22,2023-11-03 07:34:17,2023-11-15 10:47:33,"Jln. Thamrin, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,22
21,2023-11-03 07:34:17,2023-11-15 10:47:33,"Jln. Sudirman, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,21
20,2023-11-03 07:34:17,2023-11-15 10:47:33,"Jln. Soekarno-Hatta, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,20
19,2023-11-03 07:34:17,2023-11-15 10:47:33,"Jln. Buah Batu, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,19
18,2023-11-03 07:34:17,2023-11-15 10:47:33,"Jln. Terusan Pasteur, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,18
17,2023-11-03 07:34:17,2023-11-15 10:47:33,"Jln. Setiabudi, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,17
16,2023-11-03 07:34:17,2023-11-15 10:47:33,"Jln. Cihampelas, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,16
15,2023-11-03 07:34:17,2023-11-15 10:47:32,"Jln. Lembang, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,15
14,2023-11-03 07:34:17,2023-11-15 10:47:32,"Jln. Dago, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,14
13,2023-11-03 07:34:17,2023-11-15 10:47:32,"Jln. Asia Afrika, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,13
44,2023-11-03 07:34:16,2023-11-15 10:47:36,"Jln. Raya Blitar, Blitar, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Blitar,44
43,2023-11-03 07:34:16,2023-11-15 10:47:36,"Jln. Raya Kediri, Kediri, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Kediri,43
42,2023-11-03 07:34:16,2023-11-15 10:47:35,"Jln. Raya Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Sidoarjo,42
41,2023-11-03 07:34:16,2023-11-15 10:47:35,"Jln. Ahmad Yani, Malang, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Malang,41
40,2023-11-03 07:34:16,2023-11-15 10:47:35,"Jln. Basuki Rahmat, Surabaya, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Surabaya,40
39,2023-11-03 07:34:16,2023-11-15 10:47:35,"Jln. Raya Serang-Pandeglang, Rangkasbitung, Banten, Indonesia",Banten,Indonesia,Rangkasbitung,39
38,2023-11-03 07:34:16,2023-11-15 10:47:35,"Jln. Raya Soekarno-Hatta, Serang Timur, Banten, Indonesia",Banten,Indonesia,Serang Timur,38
37,2023-11-03 07:34:16,2023-11-15 10:47:35,"Jln. Raya Cilegon-Serang, Anyer, Banten, Indonesia",Banten,Indonesia,Anyer,37
36,2023-11-03 07:34:16,2023-11-15 10:47:35,"Jln. Raya Labuan, Labuan, Banten, Indonesia",Banten,Indonesia,Labuan,36
35,2023-11-03 07:34:16,2023-11-15 10:47:34,"Jln. Raya Lebak, Rangkasbitung, Banten, Indonesia",Banten,Indonesia,Rangkasbitung,35
34,2023-11-03 07:34:16,2023-11-15 10:47:34,"Jln. Raya Pandeglang, Pandeglang, Banten, Indonesia",Banten,Indonesia,Pandeglang,34
33,2023-11-03 07:34:16,2023-11-15 10:47:34,"Jln. Raya Serang, Cilegon, Banten, Indonesia",Banten,Indonesia,Cilegon,33
32,2023-11-03 07:34:16,2023-11-15 10:47:34,"Jln. Ahmad Yani, Tangerang, Banten, Indonesia",Banten,Indonesia,Tangerang,32
31,2023-11-03 07:34:16,2023-11-15 10:47:34,"Jln. Jenderal Sudirman, Serang, Banten, Indonesia",Banten,Indonesia,Serang,31
30,2023-11-03 07:34:16,2023-11-15 10:47:34,"Jln. Sultan Agung, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,30
29,2023-11-03 07:34:16,2023-11-15 10:47:34,"Jln. Jendral Sudirman, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,29
28,2023-11-03 07:34:16,2023-11-15 10:47:34,"Jln. Merdeka Timur, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,28
27,2023-11-03 07:34:16,2023-11-15 10:47:34,"Jln. Merdeka Barat, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,27
26,2023-11-03 07:34:16,2023-11-15 10:47:34,"Jln. MH Thamrin, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,26
58,2023-11-03 07:34:15,2023-11-15 10:47:37,"Jln. Raya Tegal, Tegal, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Tegal,58
57,2023-11-03 07:34:15,2023-11-15 10:47:37,"Jln. Raya Pekalongan, Pekalongan, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Pekalongan,57
56,2023-11-03 07:34:15,2023-11-15 10:47:37,"Jln. Raya Purwokerto, Banyumas, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Banyumas,56
55,2023-11-03 07:34:15,2023-11-15 10:47:37,"Jln. Ahmad Yani, Surakarta, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Surakarta,55
54,2023-11-03 07:34:15,2023-11-15 10:47:37,"Jln. Pahlawan, Semarang, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Semarang,54
53,2023-11-03 07:34:15,2023-11-15 10:47:36,"Jln. Raya Tuban, Tuban, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Tuban,53
52,2023-11-03 07:34:15,2023-11-15 10:47:36,"Jln. Raya Bojonegoro, Bojonegoro, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Bojonegoro,52
51,2023-11-03 07:34:15,2023-11-15 10:47:36,"Jln. Raya Nganjuk, Nganjuk, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Nganjuk,51
50,2023-11-03 07:34:15,2023-11-15 10:47:36,"Jln. Raya Madiun, Madiun, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Madiun,50
49,2023-11-03 07:34:15,2023-11-15 10:47:36,"Jln. Raya Probolinggo, Probolinggo, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Probolinggo,49
48,2023-11-03 07:34:15,2023-11-15 10:47:36,"Jln. Raya Pasuruan, Pasuruan, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Pasuruan,48
47,2023-11-03 07:34:15,2023-11-15 10:47:36,"Jln. Raya Banyuwangi, Banyuwangi, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Banyuwangi,47
46,2023-11-03 07:34:15,2023-11-15 10:47:36,"Jln. Raya Jember, Jember, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Jember,46
45,2023-11-03 07:34:15,2023-11-15 10:47:36,"Jln. Raya Lumajang, Lumajang, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Lumajang,45
76,2023-11-03 07:34:14,2023-11-15 10:47:39,"Jln. Raya Paser, Tanah Grogot, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Tanah Grogot,76
75,2023-11-03 07:34:14,2023-11-15 10:47:39,"Jln. Raya Berau, Tanjung Redeb, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Tanjung Redeb,75
74,2023-11-03 07:34:14,2023-11-15 10:47:39,"Jln. Raya Kutai Kartanegara, Tenggarong, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Tenggarong,74
73,2023-11-03 07:34:14,2023-11-15 10:47:39,"Jln. Ahmad Yani, Balikpapan, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Balikpapan,73
72,2023-11-03 07:34:14,2023-11-15 10:47:39,"Jln. Jendral Sudirman, Samarinda, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Samarinda,72
71,2023-11-03 07:34:14,2023-11-15 10:47:39,"Jln. Raya Landak, Landak, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Landak,71
70,2023-11-03 07:34:14,2023-11-15 10:47:39,"Jln. Raya Sintang, Sintang, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Sintang,70
69,2023-11-03 07:34:14,2023-11-15 10:47:38,"Jln. Raya Sanggau, Sanggau, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Sanggau,69
68,2023-11-03 07:34:14,2023-11-15 10:47:38,"Jln. Raya Ketapang, Ketapang, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Ketapang,68
67,2023-11-03 07:34:14,2023-11-15 10:47:38,"Jln. Raya Sambas, Sambas, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Sambas,67
66,2023-11-03 07:34:14,2023-11-15 10:47:38,"Jln. Raya Mempawah, Mempawah, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Mempawah,66
65,2023-11-03 07:34:14,2023-11-15 10:47:38,"Jln. Raya Kubu Raya, Kubu Raya, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Kubu Raya,65
64,2023-11-03 07:34:14,2023-11-15 10:47:38,"Jln. Ahmad Yani, Singkawang, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Singkawang,64
63,2023-11-03 07:34:14,2023-11-15 10:47:38,"Jln. Jendral Sudirman, Pontianak, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Pontianak,63
62,2023-11-03 07:34:14,2023-11-15 10:47:38,"Jln. Raya Blora, Blora, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Blora,62
61,2023-11-03 07:34:14,2023-11-15 10:47:38,"Jln. Raya Grobogan, Grobogan, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Grobogan,61
60,2023-11-03 07:34:14,2023-11-15 10:47:37,"Jln. Raya Pati, Pati, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Pati,60
59,2023-11-03 07:34:14,2023-11-15 10:47:37,"Jln. Raya Kudus, Kudus, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Kudus,59
95,2023-11-03 07:34:13,2023-11-15 10:47:41,"Jln. Raya Gunung Mas, Kuala Kurun, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Kuala Kurun,95
94,2023-11-03 07:34:13,2023-11-15 10:47:40,"Jln. Raya Barito Selatan, Buntok, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Buntok,94
93,2023-11-03 07:34:13,2023-11-15 10:47:40,"Jln. Raya Katingan, Kasongan, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Kasongan,93
92,2023-11-03 07:34:13,2023-11-15 10:47:40,"Jln. Raya Kapuas, Pangkalan Bun, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Pangkalan Bun,92
91,2023-11-03 07:34:13,2023-11-15 10:47:40,"Jln. Ahmad Yani, Sampit, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Sampit,91
90,2023-11-03 07:34:13,2023-11-15 10:47:40,"Jln. Jendral Sudirman, Palangkaraya, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Palangkaraya,90
89,2023-11-03 07:34:13,2023-11-15 10:47:40,"Jln. Raya Barito Kuala, Marabahan, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Marabahan,89
88,2023-11-03 07:34:13,2023-11-15 10:47:40,"Jln. Raya Banjar, Martapura, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Martapura,88
87,2023-11-03 07:34:13,2023-11-15 10:47:40,"Jln. Raya Tabalong, Tanjung, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Tanjung,87
86,2023-11-03 07:34:13,2023-11-15 10:47:40,"Jln. Raya Kotabaru, Kotabaru, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Kotabaru,86
85,2023-11-03 07:34:13,2023-11-15 10:47:40,"Jln. Raya Tanah Laut, Pelaihari, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Pelaihari,85
84,2023-11-03 07:34:13,2023-11-15 10:47:40,"Jln. Raya Hulu Sungai Tengah, Barabai, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Barabai,84
83,2023-11-03 07:34:13,2023-11-15 10:47:40,"Jln. Raya Hulu Sungai Selatan, Kandangan, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Kandangan,83
82,2023-11-03 07:34:13,2023-11-15 10:47:40,"Jln. Ahmad Yani, Banjarbaru, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Banjarbaru,82
81,2023-11-03 07:34:13,2023-11-15 10:47:40,"Jln. Jendral Sudirman, Banjarmasin, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Banjarmasin,81
80,2023-11-03 07:34:13,2023-11-15 10:47:39,"Jln. Raya Bulungan, Tanjung Selor, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Tanjung Selor,80
79,2023-11-03 07:34:13,2023-11-15 10:47:39,"Jln. Raya Nunukan, Nunukan, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Nunukan,79
78,2023-11-03 07:34:13,2023-11-15 10:47:39,"Jln. Raya Mahakam Ulu, Long Iram, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Long Iram,78
77,2023-11-03 07:34:13,2023-11-15 10:47:39,"Jln. Raya Kutai Barat, Sendawar, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Sendawar,77
118,2023-11-03 07:34:12,2023-11-15 10:47:43,"Jln. Riau, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,118
117,2023-11-03 07:34:12,2023-11-15 10:47:43,"Jln. Raya Bogor, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,117
116,2023-11-03 07:34:12,2023-11-15 10:47:42,"Jln. Raya Cikampek, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,116
115,2023-11-03 07:34:12,2023-11-15 10:47:42,"Jln. Gatot Subroto, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,115
114,2023-11-03 07:34:12,2023-11-15 10:47:42,"Jln. Sudirman, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,114
113,2023-11-03 07:34:12,2023-11-15 10:47:42,"Jln. Raya Margonda, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,113
112,2023-11-03 07:34:12,2023-11-15 10:47:42,"Jln. Raya Kalimalang, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,112
111,2023-11-03 07:34:12,2023-11-15 10:47:42,"Jln. Ahmad Yani, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,111
110,2023-11-03 07:34:12,2023-11-15 10:47:42,"Jln. Raya Industri Jababeka, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,110
109,2023-11-03 07:34:12,2023-11-15 10:47:42,"Jln. P Bangka, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,109
108,2023-11-03 07:34:12,2023-11-15 10:47:42,"Jln. Akasia, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,108
107,2023-11-03 07:34:12,2023-11-15 10:47:41,"Jln. Raya Malinau, Malinau, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Malinau,107
106,2023-11-03 07:34:12,2023-11-15 10:47:41,"Jln. Raya Nunukan, Nunukan, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Nunukan,106
105,2023-11-03 07:34:12,2023-11-15 10:47:41,"Jln. Raya Bulungan, Tanjung Selor, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tanjung Selor,105
104,2023-11-03 07:34:12,2023-11-15 10:47:41,"Jln. Raya Tana Tidung, Tideng Pale, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tidung,104
103,2023-11-03 07:34:12,2023-11-15 10:47:41,"Jln. Raya Malinau, Malinau, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Malinau,103
102,2023-11-03 07:34:12,2023-11-15 10:47:41,"Jln. Raya Nunukan, Nunukan, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Nunukan,102
101,2023-11-03 07:34:12,2023-11-15 10:47:41,"Jln. Raya Bulungan, Tanjung Palas, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tanjung Palas,101
100,2023-11-03 07:34:12,2023-11-15 10:47:41,"Jln. Ahmad Yani, Tarakan, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tarakan,100
99,2023-11-03 07:34:12,2023-11-15 10:47:41,"Jln. Jendral Sudirman, Tanjung Selor, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tanjung Selor,99
98,2023-11-03 07:34:12,2023-11-15 10:47:41,"Jln. Raya Sukamara, Sukamara, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Sukamara,98
97,2023-11-03 07:34:12,2023-11-15 10:47:41,"Jln. Raya Pulang Pisau, Pulang Pisau, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Pulang Pisau,97
96,2023-11-03 07:34:12,2023-11-15 10:47:41,"Jln. Raya Murung Raya, Puruk Cahu, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Puruk Cahu,96
130,2023-11-03 07:34:11,2023-11-15 10:47:43,"Jln. Gatot Subroto, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,130
129,2023-11-03 07:34:11,2023-11-15 10:47:43,"Jln. Thamrin, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,129
128,2023-11-03 07:34:11,2023-11-15 10:47:43,"Jln. Sudirman, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,128
127,2023-11-03 07:34:11,2023-11-15 10:47:43,"Jln. Soekarno-Hatta, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,127
126,2023-11-03 07:34:11,2023-11-15 10:47:43,"Jln. Buah Batu, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,126
125,2023-11-03 07:34:11,2023-11-15 10:47:43,"Jln. Terusan Pasteur, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,125
124,2023-11-03 07:34:11,2023-11-15 10:47:43,"Jln. Setiabudi, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,124
123,2023-11-03 07:34:11,2023-11-15 10:47:43,"Jln. Cihampelas, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,123
122,2023-11-03 07:34:11,2023-11-15 10:47:43,"Jln. Lembang, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,122
121,2023-11-03 07:34:11,2023-11-15 10:47:43,"Jln. Dago, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,121
120,2023-11-03 07:34:11,2023-11-15 10:47:43,"Jln. Asia Afrika, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,120
119,2023-11-03 07:34:11,2023-11-15 10:47:43,"Jln. Braga, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,119
152,2023-11-03 07:34:10,2023-11-15 10:47:45,"Jln. Raya Lumajang, Lumajang, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Lumajang,152
151,2023-11-03 07:34:10,2023-11-15 10:47:45,"Jln. Raya Blitar, Blitar, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Blitar,151
150,2023-11-03 07:34:10,2023-11-15 10:47:45,"Jln. Raya Kediri, Kediri, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Kediri,150
149,2023-11-03 07:34:10,2023-11-15 10:47:45,"Jln. Raya Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Sidoarjo,149
148,2023-11-03 07:34:10,2023-11-15 10:47:45,"Jln. Ahmad Yani, Malang, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Malang,148
147,2023-11-03 07:34:10,2023-11-15 10:47:45,"Jln. Basuki Rahmat, Surabaya, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Surabaya,147
146,2023-11-03 07:34:10,2023-11-15 10:47:45,"Jln. Raya Serang-Pandeglang, Rangkasbitung, Banten, Indonesia",Banten,Indonesia,Rangkasbitung,146
145,2023-11-03 07:34:10,2023-11-15 10:47:45,"Jln. Raya Soekarno-Hatta, Serang Timur, Banten, Indonesia",Banten,Indonesia,Serang Timur,145
144,2023-11-03 07:34:10,2023-11-15 10:47:45,"Jln. Raya Cilegon-Serang, Anyer, Banten, Indonesia",Banten,Indonesia,Anyer,144
143,2023-11-03 07:34:10,2023-11-15 10:47:45,"Jln. Raya Labuan, Labuan, Banten, Indonesia",Banten,Indonesia,Labuan,143
142,2023-11-03 07:34:10,2023-11-15 10:47:45,"Jln. Raya Lebak, Rangkasbitung, Banten, Indonesia",Banten,Indonesia,Rangkasbitung,142
141,2023-11-03 07:34:10,2023-11-15 10:47:45,"Jln. Raya Pandeglang, Pandeglang, Banten, Indonesia",Banten,Indonesia,Pandeglang,141
140,2023-11-03 07:34:10,2023-11-15 10:47:45,"Jln. Raya Serang, Cilegon, Banten, Indonesia",Banten,Indonesia,Cilegon,140
139,2023-11-03 07:34:10,2023-11-15 10:47:45,"Jln. Ahmad Yani, Tangerang, Banten, Indonesia",Banten,Indonesia,Tangerang,139
138,2023-11-03 07:34:10,2023-11-15 10:47:45,"Jln. Jenderal Sudirman, Serang, Banten, Indonesia",Banten,Indonesia,Serang,138
137,2023-11-03 07:34:10,2023-11-15 10:47:44,"Jln. Sultan Agung, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,137
136,2023-11-03 07:34:10,2023-11-15 10:47:44,"Jln. Jendral Sudirman, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,136
135,2023-11-03 07:34:10,2023-11-15 10:47:44,"Jln. Merdeka Timur, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,135
134,2023-11-03 07:34:10,2023-11-15 10:47:44,"Jln. Merdeka Barat, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,134
133,2023-11-03 07:34:10,2023-11-15 10:47:44,"Jln. MH Thamrin, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,133
132,2023-11-03 07:34:10,2023-11-15 10:47:44,"Jln. HR Rasuna Said, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,132
131,2023-11-03 07:34:10,2023-11-15 10:47:44,"Jln. Rasuna Said, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,131
176,2023-11-03 07:34:09,2023-11-15 10:47:47,"Jln. Raya Sanggau, Sanggau, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Sanggau,176
175,2023-11-03 07:34:09,2023-11-15 10:47:47,"Jln. Raya Ketapang, Ketapang, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Ketapang,175
174,2023-11-03 07:34:09,2023-11-15 10:47:47,"Jln. Raya Sambas, Sambas, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Sambas,174
173,2023-11-03 07:34:09,2023-11-15 10:47:47,"Jln. Raya Mempawah, Mempawah, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Mempawah,173
172,2023-11-03 07:34:09,2023-11-15 10:47:47,"Jln. Raya Kubu Raya, Kubu Raya, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Kubu Raya,172
171,2023-11-03 07:34:09,2023-11-15 10:47:47,"Jln. Ahmad Yani, Singkawang, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Singkawang,171
170,2023-11-03 07:34:09,2023-11-15 10:47:46,"Jln. Jendral Sudirman, Pontianak, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Pontianak,170
