id,created_at,updated_at,alamat,provinsi,negara,kota,order
15,2023-11-03 07:34:17,2023-11-03 07:34:17,"Jln. Lembang, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,15
16,2023-11-03 07:34:17,2023-11-03 07:34:17,"Jln. Cihampelas, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,16
17,2023-11-03 07:34:17,2023-11-03 07:34:17,"Jln. Setiabudi, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,17
18,2023-11-03 07:34:17,2023-11-03 07:34:17,"Jln. Terusan Pasteur, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,18
19,2023-11-03 07:34:17,2023-11-03 07:34:17,"Jln. Buah Batu, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,19
20,2023-11-03 07:34:17,2023-11-03 07:34:17,"Jln. Soekarno-Hatta, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,20
21,2023-11-03 07:34:17,2023-11-03 07:34:17,"Jln. Sudirman, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,21
22,2023-11-03 07:34:17,2023-11-03 07:34:17,"Jln. Thamrin, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,22
23,2023-11-03 07:34:17,2023-11-03 07:34:17,"Jln. Gatot Subroto, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,23
24,2023-11-03 07:34:17,2023-11-03 07:34:17,"Jln. Rasuna Said, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,24
25,2023-11-03 07:34:17,2023-11-03 07:34:17,"Jln. HR Rasuna Said, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,25
26,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. MH Thamrin, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,26
27,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Merdeka Barat, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,27
28,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Merdeka Timur, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,28
29,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Jendral Sudirman, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,29
30,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Sultan Agung, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,30
31,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Jenderal Sudirman, Serang, Banten, Indonesia",Banten,Indonesia,Serang,31
32,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Ahmad Yani, Tangerang, Banten, Indonesia",Banten,Indonesia,Tangerang,32
33,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Raya Serang, Cilegon, Banten, Indonesia",Banten,Indonesia,Cilegon,33
34,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Raya Pandeglang, Pandeglang, Banten, Indonesia",Banten,Indonesia,Pandeglang,34
35,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Raya Lebak, Rangkasbitung, Banten, Indonesia",Banten,Indonesia,Rangkasbitung,35
36,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Raya Labuan, Labuan, Banten, Indonesia",Banten,Indonesia,Labuan,36
37,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Raya Cilegon-Serang, Anyer, Banten, Indonesia",Banten,Indonesia,Anyer,37
38,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Raya Soekarno-Hatta, Serang Timur, Banten, Indonesia",Banten,Indonesia,Serang Timur,38
39,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Raya Serang-Pandeglang, Rangkasbitung, Banten, Indonesia",Banten,Indonesia,Rangkasbitung,39
40,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Basuki Rahmat, Surabaya, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Surabaya,40
41,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Ahmad Yani, Malang, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Malang,41
42,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Raya Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Sidoarjo,42
43,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Raya Kediri, Kediri, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Kediri,43
44,2023-11-03 07:34:16,2023-11-03 07:34:16,"Jln. Raya Blitar, Blitar, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Blitar,44
45,2023-11-03 07:34:15,2023-11-03 07:34:15,"Jln. Raya Lumajang, Lumajang, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Lumajang,45
46,2023-11-03 07:34:15,2023-11-03 07:34:15,"Jln. Raya Jember, Jember, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Jember,46
47,2023-11-03 07:34:15,2023-11-03 07:34:15,"Jln. Raya Banyuwangi, Banyuwangi, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Banyuwangi,47
48,2023-11-03 07:34:15,2023-11-03 07:34:15,"Jln. Raya Pasuruan, Pasuruan, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Pasuruan,48
49,2023-11-03 07:34:15,2023-11-03 07:34:15,"Jln. Raya Probolinggo, Probolinggo, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Probolinggo,49
50,2023-11-03 07:34:15,2023-11-03 07:34:15,"Jln. Raya Madiun, Madiun, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Madiun,50
51,2023-11-03 07:34:15,2023-11-03 07:34:15,"Jln. Raya Nganjuk, Nganjuk, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Nganjuk,51
52,2023-11-03 07:34:15,2023-11-03 07:34:15,"Jln. Raya Bojonegoro, Bojonegoro, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Bojonegoro,52
53,2023-11-03 07:34:15,2023-11-03 07:34:15,"Jln. Raya Tuban, Tuban, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Tuban,53
54,2023-11-03 07:34:15,2023-11-03 07:34:15,"Jln. Pahlawan, Semarang, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Semarang,54
55,2023-11-03 07:34:15,2023-11-03 07:34:15,"Jln. Ahmad Yani, Surakarta, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Surakarta,55
56,2023-11-03 07:34:15,2023-11-03 07:34:15,"Jln. Raya Purwokerto, Banyumas, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Banyumas,56
57,2023-11-03 07:34:15,2023-11-03 07:34:15,"Jln. Raya Pekalongan, Pekalongan, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Pekalongan,57
58,2023-11-03 07:34:15,2023-11-03 07:34:15,"Jln. Raya Tegal, Tegal, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Tegal,58
59,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Raya Kudus, Kudus, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Kudus,59
60,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Raya Pati, Pati, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Pati,60
61,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Raya Grobogan, Grobogan, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Grobogan,61
62,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Raya Blora, Blora, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Blora,62
63,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Jendral Sudirman, Pontianak, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Pontianak,63
64,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Ahmad Yani, Singkawang, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Singkawang,64
65,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Raya Kubu Raya, Kubu Raya, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Kubu Raya,65
66,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Raya Mempawah, Mempawah, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Mempawah,66
67,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Raya Sambas, Sambas, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Sambas,67
68,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Raya Ketapang, Ketapang, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Ketapang,68
69,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Raya Sanggau, Sanggau, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Sanggau,69
70,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Raya Sintang, Sintang, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Sintang,70
71,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Raya Landak, Landak, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Landak,71
72,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Jendral Sudirman, Samarinda, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Samarinda,72
73,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Ahmad Yani, Balikpapan, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Balikpapan,73
74,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Raya Kutai Kartanegara, Tenggarong, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Tenggarong,74
75,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Raya Berau, Tanjung Redeb, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Tanjung Redeb,75
76,2023-11-03 07:34:14,2023-11-03 07:34:14,"Jln. Raya Paser, Tanah Grogot, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Tanah Grogot,76
77,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Raya Kutai Barat, Sendawar, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Sendawar,77
78,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Raya Mahakam Ulu, Long Iram, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Long Iram,78
79,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Raya Nunukan, Nunukan, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Nunukan,79
80,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Raya Bulungan, Tanjung Selor, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Tanjung Selor,80
81,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Jendral Sudirman, Banjarmasin, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Banjarmasin,81
82,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Ahmad Yani, Banjarbaru, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Banjarbaru,82
83,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Raya Hulu Sungai Selatan, Kandangan, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Kandangan,83
84,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Raya Hulu Sungai Tengah, Barabai, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Barabai,84
85,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Raya Tanah Laut, Pelaihari, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Pelaihari,85
86,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Raya Kotabaru, Kotabaru, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Kotabaru,86
87,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Raya Tabalong, Tanjung, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Tanjung,87
88,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Raya Banjar, Martapura, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Martapura,88
89,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Raya Barito Kuala, Marabahan, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Marabahan,89
90,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Jendral Sudirman, Palangkaraya, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Palangkaraya,90
91,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Ahmad Yani, Sampit, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Sampit,91
92,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Raya Kapuas, Pangkalan Bun, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Pangkalan Bun,92
93,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Raya Katingan, Kasongan, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Kasongan,93
94,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Raya Barito Selatan, Buntok, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Buntok,94
95,2023-11-03 07:34:13,2023-11-03 07:34:13,"Jln. Raya Gunung Mas, Kuala Kurun, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Kuala Kurun,95
96,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Raya Murung Raya, Puruk Cahu, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Puruk Cahu,96
97,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Raya Pulang Pisau, Pulang Pisau, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Pulang Pisau,97
98,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Raya Sukamara, Sukamara, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Sukamara,98
99,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Jendral Sudirman, Tanjung Selor, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tanjung Selor,99
100,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Ahmad Yani, Tarakan, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tarakan,100
101,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Raya Bulungan, Tanjung Palas, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tanjung Palas,101
102,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Raya Nunukan, Nunukan, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Nunukan,102
103,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Raya Malinau, Malinau, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Malinau,103
104,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Raya Tana Tidung, Tideng Pale, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tidung,104
105,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Raya Bulungan, Tanjung Selor, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tanjung Selor,105
106,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Raya Nunukan, Nunukan, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Nunukan,106
107,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Raya Malinau, Malinau, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Malinau,107
108,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Akasia, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,108
109,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. P Bangka, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,109
110,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Raya Industri Jababeka, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,110
111,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Ahmad Yani, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,111
112,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Raya Kalimalang, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,112
113,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Raya Margonda, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,113
114,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Sudirman, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,114
115,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Gatot Subroto, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,115
116,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Raya Cikampek, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,116
117,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Raya Bogor, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,117
118,2023-11-03 07:34:12,2023-11-03 07:34:12,"Jln. Riau, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,118
119,2023-11-03 07:34:11,2023-11-03 07:34:11,"Jln. Braga, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,119
120,2023-11-03 07:34:11,2023-11-03 07:34:11,"Jln. Asia Afrika, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,120
121,2023-11-03 07:34:11,2023-11-03 07:34:11,"Jln. Dago, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,121
122,2023-11-03 07:34:11,2023-11-03 07:34:11,"Jln. Lembang, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,122
123,2023-11-03 07:34:11,2023-11-03 07:34:11,"Jln. Cihampelas, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,123
124,2023-11-03 07:34:11,2023-11-03 07:34:11,"Jln. Setiabudi, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,124
125,2023-11-03 07:34:11,2023-11-03 07:34:11,"Jln. Terusan Pasteur, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,125
126,2023-11-03 07:34:11,2023-11-03 07:34:11,"Jln. Buah Batu, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,126
127,2023-11-03 07:34:11,2023-11-03 07:34:11,"Jln. Soekarno-Hatta, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,127
128,2023-11-03 07:34:11,2023-11-03 07:34:11,"Jln. Sudirman, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,128
129,2023-11-03 07:34:11,2023-11-03 07:34:11,"Jln. Thamrin, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,129
130,2023-11-03 07:34:11,2023-11-03 07:34:11,"Jln. Gatot Subroto, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,130
131,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Rasuna Said, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,131
132,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. HR Rasuna Said, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,132
133,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. MH Thamrin, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,133
134,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Merdeka Barat, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,134
135,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Merdeka Timur, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,135
136,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Jendral Sudirman, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,136
137,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Sultan Agung, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,137
138,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Jenderal Sudirman, Serang, Banten, Indonesia",Banten,Indonesia,Serang,138
139,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Ahmad Yani, Tangerang, Banten, Indonesia",Banten,Indonesia,Tangerang,139
140,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Raya Serang, Cilegon, Banten, Indonesia",Banten,Indonesia,Cilegon,140
141,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Raya Pandeglang, Pandeglang, Banten, Indonesia",Banten,Indonesia,Pandeglang,141
142,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Raya Lebak, Rangkasbitung, Banten, Indonesia",Banten,Indonesia,Rangkasbitung,142
143,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Raya Labuan, Labuan, Banten, Indonesia",Banten,Indonesia,Labuan,143
144,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Raya Cilegon-Serang, Anyer, Banten, Indonesia",Banten,Indonesia,Anyer,144
145,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Raya Soekarno-Hatta, Serang Timur, Banten, Indonesia",Banten,Indonesia,Serang Timur,145
146,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Raya Serang-Pandeglang, Rangkasbitung, Banten, Indonesia",Banten,Indonesia,Rangkasbitung,146
147,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Basuki Rahmat, Surabaya, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Surabaya,147
148,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Ahmad Yani, Malang, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Malang,148
149,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Raya Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Sidoarjo,149
150,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Raya Kediri, Kediri, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Kediri,150
151,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Raya Blitar, Blitar, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Blitar,151
152,2023-11-03 07:34:10,2023-11-03 07:34:10,"Jln. Raya Lumajang, Lumajang, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Lumajang,152
153,2023-11-03 07:34:09,2023-11-03 07:34:09,"Jln. Raya Jember, Jember, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Jember,153
154,2023-11-03 07:34:09,2023-11-03 07:34:09,"Jln. Raya Banyuwangi, Banyuwangi, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Banyuwangi,154
155,2023-11-03 07:34:09,2023-11-03 07:34:09,"Jln. Raya Pasuruan, Pasuruan, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Pasuruan,155
156,2023-11-03 07:34:09,2023-11-03 07:34:09,"Jln. Raya Probolinggo, Probolinggo, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Probolinggo,156
157,2023-11-03 07:34:09,2023-11-03 07:34:09,"Jln. Raya Madiun, Madiun, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Madiun,157
158,2023-11-03 07:34:09,2023-11-03 07:34:09,"Jln. Raya Nganjuk, Nganjuk, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Nganjuk,158
159,2023-11-03 07:34:09,2023-11-03 07:34:09,"Jln. Raya Bojonegoro, Bojonegoro, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Bojonegoro,159
160,2023-11-03 07:34:09,2023-11-03 07:34:09,"Jln. Raya Tuban, Tuban, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Tuban,160
161,2023-11-03 07:34:09,2023-11-03 07:34:09,"Jln. Pahlawan, Semarang, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Semarang,161
162,2023-11-03 07:34:09,2023-11-03 07:34:09,"Jln. Ahmad Yani, Surakarta, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Surakarta,162
163,2023-11-03 07:34:09,2023-11-03 07:34:09,"Jln. Raya Purwokerto, Banyumas, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Banyumas,163
